,name,city,state,url,rank,tuition,enroll,rank,blurb,salary,employment_rate
6,SUNY--Oswego,Oswego,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/suny-college-at-oswego-01382,Unranked,15000.0,57.0,Unranked,"The School of Business at SUNY--Oswego offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, human resources management, international business, marketing, production/operations management, organizational behavior, supply chain management/logistics, tax, and technology. Its tuition is full-time: $15,000 per year (in-state); full-time: $24,390 per year (out-of-state); part-time: $625 per credit (in-state); and part-time: $1,016 per credit (out-of-state). At graduation, 50 percent of graduates of the full-time program are employed.","$63,000",50%
7,SUNY Polytechnic Institute,Utica,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/suny-polytechnic-institute-01599,Unranked,,,Unranked,"The Business Management Department at SUNY Polytechnic Institute offers these departments and concentrations: accounting, finance, human resources management, and marketing.",N/A,N/A
8,Tennessee State University,Nashville,TN,https://www.usnews.com/best-graduate-schools/top-business-schools/tennessee-state-university-01279,Unranked,,,Unranked,,N/A,N/A
9,Tennessee Technological University,Cookeville,TN,https://www.usnews.com/best-graduate-schools/top-business-schools/tennessee-technological-university-01205,Unranked,,,Unranked,"The College of Business at Tennessee Technological University offers these departments and concentrations: accounting, general management, health care administration, management information systems, and quantitative analysis/statistics and operations research.",N/A,N/A
0,Texas A&M International University,Laredo,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-a--m-international-university-01369,Unranked,2310.0,27.0,Unranked,"The A.R. Sanchez, Jr. School of Business at Texas A&M International University offers these departments and concentrations: accounting, finance, general management, international business, management information systems, and supply chain management/logistics. Its tuition is full-time: $2,310 total program (in-state); full-time: $14,580 total program (out-of-state); part-time: $2,310 total program (in-state); part-time: $14,580 total program (out-of-state); specialty master's: $2,310 total program (in-state); and specialty master's: $14,580 total program (out-of-state).",N/A,N/A
1,Texas A&M University--Commerce,Commerce,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-a--m-university-commerce-01210,Unranked,,,Unranked,"The College of Business at Texas A&M University--Commerce offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, international business, and marketing. Its tuition is part-time: $3,630 per year (in-state); part-time: $10,992 per year (out-of-state); specialty master's: $3,630 per year (in-state); and specialty master's: $10,992 per year (out-of-state).",N/A,N/A
2,Texas A&M University--Corpus Christi,Corpus Christi,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-a--m-university-corpus-christi-01329,Unranked,,,Unranked,"The College of Business at Texas A&M University--Corpus Christi offers these departments and concentrations: finance, health care administration, and international business.",N/A,N/A
3,Texas A&M University--Texarkana,,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-a-m-university-texarkana-01816,Unranked,,,Unranked,,N/A,N/A
4,Texas Southern University (Jones),Houston,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-southern-university-01370,Unranked,7660.0,79.0,Unranked,"The Jesse H. Jones School of Business at Texas Southern University (Jones) offers these departments and concentrations: accounting, finance, general management, health care administration, and management information systems. Its tuition is full-time: $7,660 per year (in-state); full-time: $14,122 per year (out-of-state); executive: $36,000 per year (in-state); executive: $36,000 per year (out-of-state); specialty master's: $7,660 per year (in-state); and specialty master's: $14,122 per year (out-of-state).",N/A,N/A
5,Texas Wesleyan University,Fort Worth,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-wesleyan-university-01792,Unranked,906.0,28.0,Unranked,"The business school at Texas Wesleyan University offers these departments and concentrations: accounting, general management, health care administration, and supply chain management/logistics. Its tuition is full-time: $906 per credit and part-time: $906 per credit.",N/A,N/A
6,The Citadel,Charleston,SC,https://www.usnews.com/best-graduate-schools/top-business-schools/citadel-military-college-of-south-carolina-01297,Unranked,10710.0,25.0,Unranked,"The tuition at the Tommy and Victoria Baker School of Business at The Citadel is full-time: $10,710 per year (in-state); full-time: $18,360 per year (out-of-state); part-time: $595 per credit (in-state); and part-time: $1,020 per credit (out-of-state).",N/A,N/A
7,Troy University,Troy,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/troy-university-01825,Unranked,15300.0,22.0,Unranked,"The business school at Troy University offers these departments and concentrations: accounting, economics, finance, general management, human resources management, international business, and leadership. Its tuition is full-time: $15,300 per year; part-time: $5,100 per year; and specialty master's: $15,300 per year.",N/A,N/A
8,Truman State University,Kirksville,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/truman-state-university-01337,Unranked,,,Unranked,The School of Business at Truman State University offers these departments and concentrations: accounting.,N/A,N/A
9,Union University,Jackson,TN,https://www.usnews.com/best-graduate-schools/top-business-schools/union-university-01791,Unranked,,0.0,Unranked,"The business school at Union University offers these departments and concentrations: accounting, general management, human resources management, leadership, and marketing.",N/A,N/A
0,University of Akron,Akron,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-akron-main-campus-01176,Unranked,,,Unranked,"The College of Business Administration at University of Akron offers these departments and concentrations: accounting, finance, general management, marketing, supply chain management/logistics, and tax. Its tuition is part-time: $461 per credit (in-state) and part-time: $767 per credit (out-of-state).",N/A,N/A
1,University of Alabama--Birmingham,Birmingham,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-alabama-at-birmingham-01004,Unranked,,,Unranked,"The Collat School of Business at University of Alabama--Birmingham offers these departments and concentrations: entrepreneurship, finance, health care administration, marketing, and management information systems. Its tuition is part-time: $8,100 per year (in-state); part-time: $19,188 per year (out-of-state); specialty master's: $8,100 per year (in-state); and specialty master's: $19,188 per year (out-of-state).",N/A,N/A
2,University of Alabama--Huntsville,Huntsville,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-alabama-in-huntsville-01272,Unranked,759.0,63.0,Unranked,"The College of Business at University of Alabama--Huntsville offers these departments and concentrations: accounting, general management, human resources management, manufacturing and technology management, management information systems, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $759 per credit (in-state); full-time: $1,713 per credit (out-of-state); part-time: $759 per credit (in-state); part-time: $1,713 per credit (out-of-state); specialty master's: $759 per credit (in-state); and specialty master's: $1,713 per credit (out-of-state).",N/A,N/A
3,University of Alaska--Anchorage,Anchorage,AK,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-alaska-anchorage-01282,Unranked,,,Unranked,,N/A,N/A
4,University of Alaska--Fairbanks,Fairbanks,AK,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-alaska-fairbanks-01006,Unranked,,,Unranked,"The School of Management at University of Alaska--Fairbanks offers these departments and concentrations: economics, finance, general management, and technology.",N/A,N/A
5,University of Arkansas--Fayetteville (Walton),Fayetteville,AR,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-arkansas-01011,Unranked,587.0,76.0,Unranked,"The Sam M. Walton College of Business at University of Arkansas--Fayetteville (Walton) offers these departments and concentrations: entrepreneurship, finance, health care administration, marketing, management information systems, and supply chain management/logistics. Its tuition is full-time: $587 per credit (in-state); full-time: $1,665 per credit (out-of-state); executive: $587 per credit (in-state); executive: $587 per credit (out-of-state); specialty master's: $587 per credit (in-state); and specialty master's: $1,665 per credit (out-of-state).",N/A,N/A
6,University of Arkansas--Little Rock,Little Rock,AR,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-arkansas-at-little-rock-01012,Unranked,,,Unranked,The College of Business Administration at University of Arkansas--Little Rock offers these departments and concentrations: human resources management.,N/A,N/A
7,University of Baltimore,Baltimore,MD,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-baltimore-01805,Unranked,,,Unranked,"The Merrick School of Business at University of Baltimore offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, international business, leadership, marketing, management information systems, public administration, and tax. Its tuition is part-time: $848 per credit (in-state); part-time: $1,184 per credit (out-of-state); specialty master's: $809 per credit (in-state); and specialty master's: $1,117 per credit (out-of-state).",N/A,N/A
8,University of Central Arkansas,Conway,AR,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-central-arkansas-01250,Unranked,,151.0,Unranked,"The College of Business at University of Central Arkansas offers these departments and concentrations: accounting, e-commerce, finance, health care administration, international business, and quantitative analysis/statistics and operations research.",N/A,N/A
9,University of Central Florida,Orlando,FL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-central-florida-01049,Unranked,39000.0,31.0,Unranked,"The College of Business Administration at University of Central Florida offers these departments and concentrations: accounting, entrepreneurship, finance, general management, human resources management, real estate, sports business, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $39,000 total program (in-state); full-time: $39,000 total program (out-of-state); part-time: $14,416 total program (in-state); part-time: $46,567 total program (out-of-state); executive: $47,000 total program (in-state); executive: $47,000 total program (out-of-state); specialty master's: $369 per credit (in-state); and specialty master's: $1,194 per credit (out-of-state).",N/A,N/A
0,University of Central Missouri (Harmon),Warrensburg,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-central-missouri-01286,Unranked,16074.0,33.0,Unranked,"The Harmon College of Business Administration at University of Central Missouri (Harmon) offers these departments and concentrations: accounting, economics, finance, general management, health care administration, human resources management, insurance, international business, leadership, marketing, management information systems, organizational behavior, sports business, tax, and technology. Its tuition is full-time: $16,074 total program (in-state); full-time: $16,074 total program (out-of-state); part-time: $16,074 total program (in-state); and part-time: $16,074 total program (out-of-state).",N/A,N/A
1,University of Central Oklahoma,Edmond,OK,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-central-oklahoma-01807,Unranked,402.0,50.0,Unranked,The business school at University of Central Oklahoma offers these departments and concentrations: general management and health care administration. Its tuition is full-time: $402 per credit (in-state); full-time: $819 per credit (out-of-state); part-time: $402 per credit (in-state); part-time: $819 per credit (out-of-state); specialty master's: $402 per credit (in-state); and specialty master's: $819 per credit (out-of-state).,N/A,N/A
2,University of Colorado--Colorado Springs,Colorado Springs,CO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-colorado-at-colorado-springs-01256,Unranked,,,Unranked,"The Graduate School of Business Administration at University of Colorado--Colorado Springs offers these departments and concentrations: accounting, finance, general management, health care administration, international business, marketing, and production/operations management. Its tuition is part-time: $746 per credit (in-state); part-time: $1,314 per credit (out-of-state); specialty master's: $746 per credit (in-state); and specialty master's: $1,314 per credit (out-of-state).",N/A,N/A
3,University of Dallas,Irving,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-dallas-01495,Unranked,,0.0,Unranked,"The Satish & Yasmin Gupta College of Business at University of Dallas offers these departments and concentrations: accounting, finance, general management, management information systems, quantitative analysis/statistics and operations research, and technology. Its tuition is part-time: $1,250 per credit and specialty master's: $1,250 per credit.",N/A,N/A
4,University of Dayton,Dayton,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-dayton-01178,Unranked,1070.0,19.0,Unranked,"The School of Business Administration at University of Dayton offers these departments and concentrations: finance and marketing. Its tuition is full-time: $1,070 per credit; part-time: $1,070 per credit; and specialty master's: $1,070 per credit.",N/A,N/A
5,University of Detroit Mercy,Detroit,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-detroit-mercy-01120,Unranked,809.0,65.0,Unranked,"The College of Business Administration at University of Detroit Mercy offers these departments and concentrations: accounting, finance, health care administration, marketing, and technology. Its tuition is full-time: $809 per credit and part-time: $809 per credit. At graduation, 66.70 percent of graduates of the full-time program are employed.",N/A,66.7%
6,University of Hartford (Barney),West Hartford,CT,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-hartford-01347,Unranked,,,Unranked,"The Barney School of Business at University of Hartford (Barney) offers these departments and concentrations: finance, general management, international business, marketing, and supply chain management/logistics.",N/A,N/A
7,University of Hawaii--Manoa (Shidler),Honolulu,HI,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-hawaii-manoa-01060,Unranked,887.0,39.0,Unranked,"The Shidler College of Business at University of Hawaii--Manoa (Shidler) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, hotel administration, human resources management, international business, marketing, and management information systems. Its tuition is full-time: $887 per credit (in-state); full-time: $1,598 per credit (out-of-state); part-time: $887 per credit (in-state); part-time: $1,598 per credit (out-of-state); executive: $1,102 per credit (in-state); executive: $1,102 per credit (out-of-state); specialty master's: $887 per credit (in-state); and specialty master's: $887 per credit (out-of-state).",N/A,N/A
8,University of Houston--Clear Lake,Houston,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-houston-clear-lake-01220,Unranked,,,Unranked,"The School of Business at University of Houston--Clear Lake offers these departments and concentrations: finance, human resources management, international business, leadership, manufacturing and technology management, and management information systems. Its tuition is part-time: $497 per credit (in-state); part-time: $1,021 per credit (out-of-state); specialty master's: $497 per credit (in-state); and specialty master's: $1,021 per credit (out-of-state).",N/A,N/A
9,University of Houston--Downtown,Houston,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-houston-downtown-01772,Unranked,,,Unranked,"The Marilyn Davies College of Business at University of Houston--Downtown offers these departments and concentrations: finance, general management, human resources management, leadership, and supply chain management/logistics.",N/A,N/A
0,University of Houston--Victoria,Victoria,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-houston-victoria-01436,Unranked,,,Unranked,"The School of Business Administration at University of Houston--Victoria offers these departments and concentrations: accounting, entrepreneurship, finance, general management, international business, and marketing.",N/A,N/A
1,University of Idaho,Moscow,ID,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-idaho-01397,Unranked,,,Unranked,,N/A,N/A
2,University of Illinois--Chicago,Chicago,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-illinois-chicago-01074,Unranked,,,Unranked,"The UIC Business Liautaud Graduate School at University of Illinois--Chicago offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, international business, marketing, management information systems, production/operations management, real estate, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is part-time: $14,048 per year (in-state); part-time: $22,626 per year (out-of-state); specialty master's: $14,048 per year (in-state); and specialty master's: $22,626 per year (out-of-state).",N/A,N/A
3,University of Illinois--Springfield,Springfield,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-illinois-springfield-01576,Unranked,,,Unranked,"The College of Business & Management at University of Illinois--Springfield offers these departments and concentrations: entrepreneurship, finance, health care administration, human resources management, management information systems, production/operations management, and supply chain management/logistics. Its tuition is part-time: $332 per credit (in-state) and part-time: $682 per credit (out-of-state).",N/A,N/A
4,University of Illinois--Urbana-Champaign,Champaign,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-illinois-at-urbana-champaign-01072,Unranked,,,Unranked,"The College of Business at University of Illinois--Urbana-Champaign offers these departments and concentrations: accounting, actuarial science, consulting, e-commerce, economics, entrepreneurship, finance, general management, health care administration, human resources management, industrial management, international business, leadership, manufacturing and technology management, marketing, management information systems, production/operations management, organizational behavior, portfolio management, public policy, real estate, sports business, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology.",N/A,N/A
5,University of Iowa (Tippie),Iowa City,IA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-iowa-01085,Unranked,,,Unranked,"The Tippie College of Business at University of Iowa (Tippie) offers these departments and concentrations: finance, general management, health care administration, leadership, marketing, and quantitative analysis/statistics and operations research. Its tuition is part-time: $31,500 total program (in-state); part-time: $31,500 total program (out-of-state); executive: $62,000 total program (in-state); executive: $62,000 total program (out-of-state); specialty master's: $34,115 total program (in-state); and specialty master's: $52,904 total program (out-of-state).",N/A,N/A
6,University of Louisiana--Lafayette (Moody),Lafayette,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-louisiana-at-lafayette-01293,Unranked,,,Unranked,"The B.I. Moody III College of Business Administration at University of Louisiana--Lafayette (Moody) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, hotel administration, human resources management, international business, and marketing. Its tuition is part-time: $5,511 per year (in-state); part-time: $19,238 per year (out-of-state); specialty master's: $5,511 per year (in-state); and specialty master's: $19,238 per year (out-of-state).",N/A,N/A
7,University of Louisiana--Monroe,Monroe,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-louisiana-monroe-01097,Unranked,3994.0,36.0,Unranked,"The College of Business Administration at University of Louisiana--Monroe offers these departments and concentrations: general management, health care administration, and public administration. Its tuition is full-time: $3,994 per year (in-state) and full-time: $4,654 per year (out-of-state).",N/A,N/A
8,University of Louisville,Louisville,KY,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-louisville-01091,Unranked,32000.0,84.0,Unranked,"The College of Business at University of Louisville offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, marketing, management information systems, production/operations management, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $32,000 total program (in-state); full-time: $32,000 total program (out-of-state); part-time: $32,000 total program (in-state); part-time: $32,000 total program (out-of-state); specialty master's: $30,000 total program (in-state); and specialty master's: $30,000 total program (out-of-state). At graduation, 12.50 percent of graduates of the full-time program are employed.","$58,500",12.5%
9,University of Maine,Orono,ME,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-maine-01101,Unranked,,,Unranked,"The Business School at University of Maine offers these departments and concentrations: accounting, finance, general management, international business, marketing, and quantitative analysis/statistics and operations research.",N/A,N/A
0,University of Mary Washington,,VA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-mary-washington-01641,Unranked,,,Unranked,,N/A,N/A
1,University of Massachusetts--Boston,Boston,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-massachusetts-boston-01349,Unranked,,,Unranked,"The College of Management at University of Massachusetts--Boston offers these departments and concentrations: accounting, finance, international business, leadership, marketing, management information systems, not-for-profit management, and supply chain management/logistics. Its tuition is part-time: $789 per credit (in-state); part-time: $1,520 per credit (out-of-state); specialty master's: $789 per credit (in-state); and specialty master's: $1,520 per credit (out-of-state).",N/A,N/A
2,University of Massachusetts--Dartmouth,North Dartmouth,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-massachusetts-dartmouth-01335,Unranked,16390.0,108.0,Unranked,"The Charlton College of Business at University of Massachusetts--Dartmouth offers these departments and concentrations: accounting, finance, general management, health care administration, international business, leadership, marketing, supply chain management/logistics, and technology. Its tuition is full-time: $16,390 per year (in-state); full-time: $29,678 per year (out-of-state); specialty master's: $16,390 per year (in-state); and specialty master's: $29,578 per year (out-of-state). At graduation, 75 percent of graduates of the full-time program are employed.","$93,730",75%
3,University of Massachusetts--Lowell (Manning),Lowell,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-massachusetts-lowell-01114,Unranked,,,Unranked,"The Manning School of Business at University of Massachusetts--Lowell (Manning) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, international business, leadership, marketing, and management information systems.",N/A,N/A
4,University of Memphis (Fogelman),Memphis,TN,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-memphis-01203,Unranked,,14.0,Unranked,"The Fogelman College of Business and Economics at University of Memphis (Fogelman) offers these departments and concentrations: accounting, economics, finance, general management, health care administration, management information systems, real estate, supply chain management/logistics, quantitative analysis/statistics and operations research, and tax. Its tuition is part-time: $512 per credit (in-state) and part-time: $704 per credit (out-of-state).",N/A,N/A
5,University of Michigan--Dearborn,Dearborn,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-michigan-dearborn-01306,Unranked,,,Unranked,"The College of Business at University of Michigan--Dearborn offers these departments and concentrations: accounting, finance, general management, health care administration, human resources management, industrial management, international business, marketing, management information systems, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is part-time: $1,010 per credit (in-state); part-time: $1,637 per credit (out-of-state); specialty master's: $1,010 per credit (in-state); and specialty master's: $1,637 per credit (out-of-state).",N/A,N/A
6,University of Michigan--Flint,Flint,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-michigan-flint-01122,Unranked,,,Unranked,"The School of Management at University of Michigan--Flint offers these departments and concentrations: accounting, finance, general management, health care administration, international business, leadership, marketing, organizational behavior, and supply chain management/logistics. Its tuition is part-time: $808 per credit (in-state); part-time: $1,007 per credit (out-of-state); specialty master's: $808 per credit (in-state); and specialty master's: $1,007 per credit (out-of-state).",N/A,N/A
7,University of Minnesota--Duluth (Labovitz),Duluth,MN,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-minnesota-duluth-01336,Unranked,969.0,9.0,Unranked,The Labovitz School of Business and Economics at University of Minnesota--Duluth (Labovitz) offers these departments and concentrations: general management. Its tuition is full-time: $969 per credit (in-state) and full-time: $969 per credit (out-of-state).,N/A,N/A
8,University of Missouri--Kansas City (Bloch),Kansas City,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-missouri-kansas-city-01131,Unranked,,,Unranked,"The Henry W. Bloch School of Management at University of Missouri--Kansas City (Bloch) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, human resources management, international business, leadership, marketing, management information systems, not-for-profit management, production/operations management, organizational behavior, portfolio management, public administration, real estate, and supply chain management/logistics. Its tuition is part-time: $407 per credit (in-state); part-time: $1,050 per credit (out-of-state); executive: $61,500 total program (in-state); executive: $61,500 total program (out-of-state); specialty master's: $407 per credit (in-state); and specialty master's: $1,050 per credit (out-of-state).",N/A,N/A
9,University of Missouri--St. Louis,St. Louis,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-missouri-st-louis-01132,Unranked,,,Unranked,"The College of Business Administration at University of Missouri--St. Louis offers these departments and concentrations: accounting, finance, human resources management, international business, marketing, management information systems, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is part-time: $512 per credit (in-state); part-time: $1,256 per credit (out-of-state); executive: $45,000 total program (in-state); executive: $45,000 total program (out-of-state); specialty master's: $512 per credit (in-state); and specialty master's: $1,256 per credit (out-of-state).",N/A,N/A
0,University of Missouri (Trulaske),Columbia,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-missouri-columbia-01133,Unranked,,0.0,Unranked,"The tuition at the Robert J. Trulaske, Sr. College of Business at University of Missouri (Trulaske) is executive: $73,000 total program (in-state) and executive: $73,000 total program (out-of-state).",N/A,N/A
1,University of Montana,Missoula,MT,https://www.usnews.com/best-graduate-schools/top-business-schools/the-university-of-montana-01135,Unranked,,,Unranked,,N/A,N/A
2,University of Montevallo,Montevallo,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-montevallo-01602,Unranked,,20.0,Unranked,"The Michael E. Stephens College of Business at University of Montevallo offers these departments and concentrations: general management. Its tuition is part-time: $13,140 total program (in-state) and part-time: $28,080 total program (out-of-state).",N/A,N/A
3,University of Nebraska--Kearney,Kearney,NE,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-nebraska-kearney-01514,Unranked,,,Unranked,,N/A,N/A
4,University of Nebraska--Lincoln,Lincoln,NE,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-nebraska-lincoln-01138,Unranked,,,Unranked,"The College of Business at University of Nebraska--Lincoln offers these departments and concentrations: finance, international business, marketing, supply chain management/logistics, and quantitative analysis/statistics and operations research.",N/A,N/A
5,University of Nebraska--Omaha,Omaha,NE,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-nebraska-at-omaha-01137,Unranked,,,Unranked,"The College of Business Administration at University of Nebraska--Omaha offers these departments and concentrations: finance, general management, health care administration, human resources management, international business, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is part-time: $393 per credit (in-state); part-time: $968 per credit (out-of-state); executive: $15,327 total program (in-state); executive: $39,752 total program (out-of-state); specialty master's: $393 per credit (in-state); and specialty master's: $968 per credit (out-of-state).",N/A,N/A
6,University of Nevada--Las Vegas,Las Vegas,NV,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-nevada-las-vegas-01260,Unranked,,,Unranked,"The Lee Business School at University of Nevada--Las Vegas offers these departments and concentrations: accounting, economics, entrepreneurship, finance, health care administration, hotel administration, human resources management, marketing, and management information systems. Its tuition is part-time: $18,875 total program (in-state); part-time: $31,600 total program (out-of-state); executive: $47,775 total program (in-state); and executive: $47,775 total program (out-of-state).",N/A,N/A
7,University of Nevada--Reno,Reno,NV,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-nevada-reno-01139,Unranked,,,Unranked,"The College of Business at University of Nevada--Reno offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, international business, leadership, marketing, management information systems, and tax. Its tuition is part-time: $297 per credit (in-state) and part-time: $297 per credit (out-of-state).",N/A,N/A
8,University of New Hampshire (Paul),Durham,NH,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-new-hampshire-01277,Unranked,39000.0,38.0,Unranked,"The Peter T. Paul College of Business and Economics at University of New Hampshire (Paul) offers these departments and concentrations: entrepreneurship, finance, hotel administration, international business, marketing, and quantitative analysis/statistics and operations research. Its tuition is full-time: $39,000 total program (in-state); full-time: $46,000 total program (out-of-state); part-time: $800 per credit (in-state); part-time: $910 per credit (out-of-state); specialty master's: $800 per credit (in-state); and specialty master's: $1,075 per credit (out-of-state).",N/A,N/A
9,University of New Haven,West Haven,CT,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-new-haven-01796,Unranked,965.0,132.0,Unranked,"The business school at University of New Haven offers these departments and concentrations: accounting, finance, human resources management, international business, leadership, marketing, public administration, sports business, supply chain management/logistics, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $965 per credit; part-time: $965 per credit; executive: $1,170 per credit; and specialty master's: $965 per credit.",N/A,N/A
0,University of New Mexico (Anderson),Albuquerque,NM,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-new-mexico-main-campus-01144,Unranked,,,Unranked,"The Anderson School of Management at University of New Mexico (Anderson) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, human resources management, international business, manufacturing and technology management, marketing, management information systems, production/operations management, organizational behavior, public policy, and technology. Its tuition is part-time: $590 per credit (in-state); part-time: $1,295 per credit (out-of-state); executive: $50,370 total program (in-state); executive: $50,370 total program (out-of-state); specialty master's: $590 per credit (in-state); and specialty master's: $1,295 per credit (out-of-state).",N/A,N/A
1,University of New Orleans,New Orleans,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-new-orleans-01100,Unranked,,,Unranked,"The College of Business Administration at University of New Orleans offers these departments and concentrations: finance, health care administration, hotel administration, human resources management, international business, manufacturing and technology management, marketing, and management information systems.",N/A,N/A
2,University of North Alabama,Florence,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-alabama-01803,Unranked,,,Unranked,"The business school at University of North Alabama offers these departments and concentrations: accounting, finance, and human resources management.",N/A,N/A
3,University of North Carolina--Charlotte (Belk),Charlotte,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-carolina-at-charlotte-01164,Unranked,,,Unranked,"The Belk College of Business at University of North Carolina--Charlotte (Belk) offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, international business, leadership, marketing, management information systems, portfolio management, public administration, real estate, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is part-time: $7,753 per year (in-state); part-time: $17,829 per year (out-of-state); specialty master's: $7,753 per year (in-state); and specialty master's: $17,829 per year (out-of-state).",N/A,N/A
4,University of North Carolina--Greensboro (Bryan),Greensboro,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-carolina-at-greensboro-01163,Unranked,20988.0,29.0,Unranked,"The Bryan School of Business and Economics at University of North Carolina--Greensboro (Bryan) offers these departments and concentrations: accounting, economics, finance, general management, international business, marketing, management information systems, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $20,988 total program (in-state); full-time: $52,494 total program (out-of-state); part-time: $21,286 total program (in-state); part-time: $55,156 total program (out-of-state); specialty master's: $12,769 total program (in-state); and specialty master's: $30,561 total program (out-of-state). At graduation, 44.40 percent of graduates of the full-time program are employed.","$57,333",44.4%
